restaurant,name,category,calories,carbs,fat
Carl's Jr.,Teriyaki Burger™,burgers,630,,29
Carl's Jr.,Teriyaki Turkey Burger,burgers,470,,14
Carl's Jr.,The Big Carl®,burgers,930,,58
Carl's Jr.,The Green Burrito® – Chicken,burritos,800,,27
Carl's Jr.,The Green Burrito® – Steak,burritos,830,,30
Carl's Jr.,The Guacamole Bacon Six Dollar Burger®,burgers,1060,,72
Carl's Jr.,The Low Carb Six Dollar Burger®,burgers,570,,43
Carl's Jr.,The Original Six Dollar Burger®,burgers,910,,54
Carl's Jr.,The Portobello Mushroom Six Dollar Burger™,burgers,880,,53
Carl's Jr.,The Western Bacon Six Dollar Burger®,burgers,1030,,55
Carl's Jr.,Turkey Burger,burgers,490,,23
Carl's Jr.,Vanilla Malt,shakes,770,,35
Carl's Jr.,Vanilla Shake,shakes,700,,34
Carl's Jr.,Western Bacon Cheeseburger®,burgers,740,,34
Charley's Grilled Subs,2 pieces of Toast,breakfast,160,30,4
Charley's Grilled Subs,4 oz. Hash Browns,breakfast,200,27,9
Charley's Grilled Subs,5 Chicken Fingers,chicken,334,17,20
Charley's Grilled Subs,Bacon 3 Cheese,sandwiches,635,53.5,32
Charley's Grilled Subs,Bacon Omelet,breakfast,410,8,32
Charley's Grilled Subs,"Bacon, Egg & Cheese",breakfast-tacos,540,54,26
Charley's Grilled Subs,BBQ Cheddar,sandwiches,581,68,19.5
Charley's Grilled Subs,Buffalo Chicken Salad,salads,208,14,7.5
Charley's Grilled Subs,Cheddar Bacon Fries,french-fries,553,55,30
Charley's Grilled Subs,Cheddar Fries,french-fries,523,55,30
Charley's Grilled Subs,Chicken Bacon Club,sandwiches,570,53,24.5
Charley's Grilled Subs,Chicken Buffalo,sandwiches,526,58.5,16
Charley's Grilled Subs,Chicken California,sandwiches,500,53,15.5
Charley's Grilled Subs,Chicken Cordon Blue,sandwiches,570,54,18
Charley's Grilled Subs,Chicken Teriyaki,sandwiches,522,58,15.5
Charley's Grilled Subs,Chicken Teriyaki Salad,salads,213,12,7
Charley's Grilled Subs,Egg & Cheese,breakfast-tacos,470,54,17
Charley's Grilled Subs,Fresh Garden,salads,58,9,2
Charley's Grilled Subs,Grilled Chicken Salad,salads,198,10,7
Charley's Grilled Subs,Grilled Steak Salad,salads,208,10,10
Charley's Grilled Subs,Ham Omelet,breakfast,410,10,25.5
Charley's Grilled Subs,"Ham, Egg & Cheese",breakfast-tacos,540,55,19.5
Charley's Grilled Subs,Italian Deli,sandwiches,585,53,25
Charley's Grilled Subs,Kid’s (3 Chicken Fingers),kids-meals,200,10,12
Charley's Grilled Subs,Kids Fries,kids-meals,226,25,12.5
Charley's Grilled Subs,Large Fries,french-fries,634,50.5,55
Charley's Grilled Subs,Mushroom Swiss Steak,sandwiches,521,57,18.5
Charley's Grilled Subs,Philly Cheesesteak,sandwiches,521,56,18.5
Charley's Grilled Subs,Philly Chicken,sandwiches,517,57.5,15.5
Charley's Grilled Subs,Philly Ham & Swiss,sandwiches,517,60,15.5
Charley's Grilled Subs,Philly Steak and Bleu,sandwiches,471,56,14.5
Charley's Grilled Subs,Philly Steak Deluxe,sandwiches,527,57.5,18.5
Charley's Grilled Subs,Philly Veggie,sandwiches,449,62,15
Charley's Grilled Subs,Ranch BaconFries,french-fries,530,51,25
Charley's Grilled Subs,Reg.Fries,french-fries,453,41,25
Charley's Grilled Subs,Sausage Omelet,breakfast,474,8,35
Charley's Grilled Subs,"Sausage, Egg & Cheese",breakfast-tacos,604,54,29
Charley's Grilled Subs,Sicilian Steak,sandwiches,640,54,30.5
Charley's Grilled Subs,"Steak, Egg & Cheese",breakfast-tacos,620,55,25
Charley's Grilled Subs,Turkey Cheddar Melt,sandwiches,470,53,11.5
Charley's Grilled Subs,Two Eggs Scrambled,breakfast,160,2,12
Charley's Grilled Subs,Ultimate Club,sandwiches,560,54,23
Charley's Grilled Subs,Ultimate Fries,french-fries,598,57,32
Charley's Grilled Subs,Veggie Omelet,breakfast,358.5,13,24
Charley's Grilled Subs,Western Omelet,breakfast,520.5,13,25
Chick-fil-A,100% Colombian Coffee,coffee,5,0,0
Chick-fil-A,"Bacon, Egg & Cheese Biscuit",breakfast,460,43,24
Chick-fil-A,Banana Pudding Milkshake,desserts,780,131,24
Chick-fil-A,Carrot & Raisin Salad,salads,260,40,12
Chick-fil-A,Chargrilled & Fruit Salad,salads,220,22,6
Chick-fil-A,Chargrilled Chicken Club Sandwich,sandwiches,410,37,12
Chick-fil-A,Chargrilled Chicken Cool Wrap,wraps,410,50,12
Chick-fil-A,Chargrilled Chicken Garden Salad,salads,180,11,6
Chick-fil-A,Chargrilled Chicken Sandwich,sandwiches,290,36,4
Chick-fil-A,Chick-fil-A Chick-n-Minis™,breakfast,370,41,14
Chick-fil-A,Chick-fil-A® Cheesecake,desserts,310,22,23
Chick-fil-A,Chick-fil-A® Chicken Biscuit,breakfast,440,47,20
Chick-fil-A,Chick-fil-A® Diet Lemonade,drinks,20,6,0
Chick-fil-A,Chick-fil-A® Lemon Pie,desserts,360,58,13
Chick-fil-A,Chick-fil-A® Lemonade,drinks,230,61,0
Chick-fil-A,Chick-fil-A® Spicy Chicken Biscuit,breakfast,450,50,20
Chick-fil-A,Chick-n-Strips,chicken,360,17,17
Chick-fil-A,Chick-n-Strips Salad,salads,460,26,22
Chick-fil-A,Chicken Breakfast Burrito,breakfast-tacos,450,43,20
Chick-fil-A,Chicken Caesar Cool Wrap,wraps,460,47,15
Chick-fil-A,Chicken Salad Cup,salads,350,9,22
Chick-fil-A,Chicken Salad Sandwich,sandwiches,490,55,19
Chick-fil-A,Chicken Sandwich,sandwiches,430,38,17
Chick-fil-A,Chicken Tortilla Soup,soups,230,26,5
Chick-fil-A,"Chicken, Egg & Cheese on Sunflower Multigrain Bagel",breakfast,490,49,20
Chick-fil-A,Chocolate Milkshake,desserts,600,90,23
Chick-fil-A,Cinnamon Brown Sugar,breakfast,25,7,0
Chick-fil-A,Cinnamon Cluster,breakfast,430,63,17
Chick-fil-A,Cole Slaw,sides,360,19,31
Chick-fil-A,Cookies & Cream Milkshake,desserts,570,81,26
Chick-fil-A,Deluxe Chicken Sandwich,sandwiches,490,41,22
Chick-fil-A,Fruit Cup,sides,70,17,0
Chick-fil-A,Fudge Brownie,desserts,390,53,18
Chick-fil-A,Hash Browns,breakfast,270,25,18
Chick-fil-A,Hearty Breast of Chicken Soup,soups,140,19,4
Chick-fil-A,Iced Tea – Sweetened,drinks,130,32,0
Chick-fil-A,Iced Tea – Unsweetened,drinks,0,0,0
Chick-fil-A,Icedream®,desserts,290,50,7
Chick-fil-A,Mixed Fruit Blend,breakfast,45,12,0
Chick-fil-A,Multigrain Oatmeal,breakfast,280,44,11
Chick-fil-A,Nuggets,chicken,400,17,18
Chick-fil-A,Plain Biscuit,breakfast,310,41,14
Chick-fil-A,Roasted Nut Topping,breakfast,80,3,8
Chick-fil-A,Sausage Breakfast Burrito,breakfast-tacos,510,40,29
Chick-fil-A,"Sausage, Egg, and Cheese Biscuit",breakfast,680,43,47
Chick-fil-A,Side Salad,salads,70,5,4.5
Chick-fil-A,Southwest Chargrilled Salad,salads,240,18,9
Chick-fil-A,Spicy Chicken Cool Wrap,wraps,410,48,12
Chick-fil-A,Spicy Chicken Sandwich,sandwiches,480,44,20
Chick-fil-A,Spicy Chicken Sandwich Deluxe,sandwiches,570,46,27
Chick-fil-A,Strawberry Milkshake,desserts,610,93,23
Chick-fil-A,Vanilla Milkshake,desserts,550,75,23
Chick-fil-A,Waffle Potato Fries,french-fries,390,47,21
Chick-fil-A,Yogurt Parfait,breakfast,230,44,3
Chick-fil-A,Yogurt Parfait with Chocolate Cookie Crumbs,breakfast,240,47,4.5
Chick-fil-A,Yogurt Parfait with Granola,breakfast,290,53,6
Chili's,Add Fried Shrimp to any Entrée,sides,110,7,6
Chili's,Add Fried Shrimp to any Entrée,sides,220,15,12
Chili's,Add Rice and Black Beans,sides,290,48,7
Chili's,Add Spicy Garlic & Lime Shrimp to any Entrée,sides,80,2,4
Chili's,Add Spicy Garlic & Lime Shrimp to any Entrée,sides,150,4,8
Chili's,Applewood Smoked Bacon,sides,90,0,7
Chili's,Avocado Burger on Wheat Bun w/ fries,burgers,1570,138,90
Chili's,Avocado Slices,sides,80,4,7
Chili's,Bacon Ranch Chicken Quesadilla,mexican-food,1650,96,107
Chili's,Bacon Ranch Chicken Quesadilla w/ Fries,mexican-food,1070,78,67
Chili's,Bacon Ranch Steak Quesadilla,mexican-food,1680,98,111
Chili's,BBQ Pulled Pork Sandwich on White Bun with fries,sandwiches,1670,172,85
Chili's,BBQ Sauce (Original),sides,50,12,0
Chili's,Beef Fajitas – w/o Tortillas and Condiments,fajitas,390,27,14
Chili's,Big Mouth Burger Bites w/ Fries,burgers,970,80,58
Chili's,Big Mouth® Bites w/ Ranch with fries,burgers,2120,163,133
Chili's,Black Bean Patty Only,sides,200,25,2
Chili's,Black Beans,sides,100,18,1
Chili's,Boneless Buffalo Chicken Salad,salads,990,48,68
Chili's,Boneless Buffalo Wings w/ Bleu Cheese,appetizers,1490,94,88
Chili's,Bottomless Tostada Chips w/ Salsa,appetizers,1020,125,51
Chili's,Broccoli Cheese Soup,soups,230,16,15
Chili's,Broccoli Cheese Soup,soups,110,8,7
Chili's,Brownie Sundae,desserts,1290,195,61
Chili's,Buffalo Chicken Ranch Sandwich on White Bun with fries,sandwiches,1410,143,68
Chili's,Cajun Pasta w/ Grilled Chicken,entrees,1500,124,76
Chili's,Cajun Pasta w/ Grilled Chicken (Lunch Combo),entrees,870,71,44
Chili's,Cajun Pasta w/ Grilled Shrimp,entrees,1480,125,81
Chili's,California Club Sandwich w/ Fries,sandwiches,740,73,38
Chili's,California Club Sandwich w/ fries,sandwiches,1490,147,76
Chili's,Caribbean Salad w/ Grilled Chicken,salads,610,65,25
Chili's,Caribbean Salad w/ Grilled Shrimp,salads,620,66,31
Chili's,"Cheese, American",sides,70,1,6
Chili's,"Cheese, Cheddar",sides,80,0,7
Chili's,"Cheese, Provolone",sides,80,0,6
Chili's,"Cheese, Swiss",sides,80,1,6
Chili's,Cheesecake,desserts,710,68,42
Chili's,Chicken & Green Chile Soup,soups,200,21,7
Chili's,Chicken & Green Chile Soup,soups,100,11,4
Chili's,Chicken Caesar Salad,salads,650,26,44
Chili's,Chicken Club Tacos,tacos,1260,120,60
Chili's,Chicken Crispers® w/ Honey Mustard,chicken,1350,129,68
Chili's,Chicken Enchilada,soups,400,23,25
Chili's,Chicken Enchilada Soup,soups,400,23,25
Chili's,Chicken Enchilada Soup,soups,200,11,13
Chili's,Chicken Fajitas – w/o Tortillas and Condiments,fajitas,360,24,10
Chili's,Chili’s Terlingua Chili w/ Toppings,soups,360,17,20
Chili's,Chili’s Terlingua Chili w/ Toppings,soups,180,9,10
Chili's,Chocolate Chip Paradise Pie,desserts,1250,163,64
Chili's,Cinnamon Apples,sides,280,48,11
Chili's,Classic Bacon Burger w/ fries,burgers,1570,125,91
Chili's,Classic Nachos (12),appetizers,1440,81,97
Chili's,Classic Nachos (8),appetizers,980,55,67
Chili's,Classic Nachos – Beef (12),appetizers,1720,86,108
Chili's,Classic Nachos – Beef (8),appetizers,1170,59,74
Chili's,Classic Nachos – Chicken (12),appetizers,1670,83,103
Chili's,Classic Nachos – Chicken (8),appetizers,1140,57,71
Chili's,Classic Sirloin,entrees,1010,59,60
Chili's,Classic Sirloin (Lunch Combo),entrees,360,7,18
Chili's,Classic Turkey Sandwich w/ fries,sandwiches,1340,138,64
Chili's,Classic Turkey Sandwich w/ Fries (Lunch Combo),sandwiches,690,69,34
Chili's,Cobb Salad,salads,710,22,52
Chili's,Cole Slaw,sides,240,15,20
Chili's,Country-Fried Steak,entrees,1270,120,71
Chili's,Crispy Chicken Crispers® No Dressing,chicken,1210,125,57
Chili's,Crispy Chicken Tacos,tacos,1630,171,78
Chili's,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,chicken,1660,196,76
Chili's,Crispy Onion String & Jalapeno Stack w/ Ranch,appetizers,1050,71,81
Chili's,Crispy Shrimp Tacos,tacos,1500,174,68
Chili's,"Dressing, Ancho Chile Ranch",sides,190,3,19
Chili's,"Dressing, Avocado Ranch",sides,140,3,14
Chili's,"Dressing, Bleu Cheese",sides,240,1,26
Chili's,"Dressing, Citrus Balsamic Vinaigrette",sides,250,6,25
Chili's,"Dressing, Honey Lime",sides,200,13,17
Chili's,"Dressing, Honey Mustard",sides,200,1,22
Chili's,"Dressing, Honey Mustard No Fat",sides,70,11,0
Chili's,"Dressing, Low Fat Ranch",sides,80,9,5
Chili's,"Dressing, Ranch",sides,180,2,19
Chili's,Fajita Chicken Sandwich w/ Fries,sandwiches,730,70,38
Chili's,Fajita Trio – w/o Tortillas and Condiments,fajitas,530,30,20
Chili's,Fire-Grilled Corn Guacamole w/ Chips,appetizers,1400,151,84
Chili's,Flame-Grilled Ribeye,entrees,1570,57,116
Chili's,Fried Cheese w/ Marinara Sauce,appetizers,660,54,35
Chili's,Fried Shrimp w/ Cocktail Sauce,entrees,270,25,12
Chili's,Fried Shrimp w/ Cocktail Sauce,seafood,990,108,52
Chili's,Frosty Chocolate Shake,shakes,690,92,33
Chili's,GG Classic Sirloin,entrees,370,20,9
Chili's,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,sandwiches,610,78,13
Chili's,GG Salmon w/ Garlic & Herbs,seafood,480,37,17
Chili's,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,sandwiches,680,80,25
Chili's,"Gravy, Black Pepper",sides,30,4,2
Chili's,Grilled Chicken Sandwich on White Bun w/ fries,sandwiches,1280,121,63
Chili's,Grilled Ham & Swiss Sandwich w/ fries,sandwiches,1360,137,71
Chili's,Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo),sandwiches,680,68,36
Chili's,Grilled Salmon w/ Garlic & Herbs,entrees,310,1,15
Chili's,Grilled Salmon w/ Garlic & Herbs,seafood,580,38,28
Chili's,Guacamole,sides,45,3,4
Chili's,Half Rack of Baby Back Ribs,entrees,760,14,49
Chili's,Homestyle Fries,sides,380,61,13
Chili's,Honey Chipotle Sauce,sides,140,34,0
Chili's,Hot Spinach & Artichoke Dip w/ Chips,appetizers,1610,139,103
Chili's,House Salad No Dressing,salads,180,15,11
Chili's,Jalapeno Smokehouse Burger w/ Ranch with fries,burgers,2210,136,144
Chili's,Loaded Baked Potato Soup,soups,210,11,15
Chili's,Loaded Baked Potato Soup,soups,410,22,30
Chili's,Loaded Mashed Potatoes,sides,390,28,25
Chili's,Lunch House Salad No Dressing,salads,90,7,5
Chili's,Margarita Grilled Chicken,chicken,550,62,14
Chili's,Margarita Grilled Chicken (Lunch Combo),chicken,260,15,7
Chili's,Mashed Potatoes w/ Black Pepper Gravy,sides,280,31,15
Chili's,Memphis Dry Rub Ribs,ribs,1990,137,111
Chili's,Memphis Dry Rub Ribs (1/2 rack),ribs,1080,82,57
Chili's,Molten Chocolate Cake,desserts,1020,144,46
Chili's,Monterey Chicken®,chicken,890,51,48
Chili's,Monterey Chicken® (Lunch Combo),chicken,530,13,27
Chili's,Mushroom-Swiss Burger w/ fries,burgers,1540,126,88
Chili's,Oldtimer® Burger w/ fries,burgers,1310,128,65
Chili's,Original Ribs,ribs,2170,137,123
Chili's,Original Ribs (1/2 rack),ribs,1140,75,63
Chili's,Over-The-Top Cobb Salad w/ Avocado Ranch,salads,430,12,33
Chili's,Pepper Pals® Cheese Pizza,kids-meals,570,67,24
Chili's,Pepper Pals® Cheese Quesadilla,kids-meals,470,42,24
Chili's,Pepper Pals® Chocolate Shake,kids-meals,460,61,22
Chili's,Pepper Pals® Corn Dog,kids-meals,270,31,14
Chili's,Pepper Pals® Crispy Chicken Crispers,kids-meals,380,19,22
Chili's,Pepper Pals® Grilled Cheese Sandwich,kids-meals,530,30,42
Chili's,Pepper Pals® Grilled Chicken Platter,kids-meals,160,2,4
Chili's,Pepper Pals® Grilled Chicken Sandwich,kids-meals,230,21,5
Chili's,Pepper Pals® Little Chicken Crispers,kids-meals,340,21,15
Chili's,Pepper Pals® Little Mouth Burger,kids-meals,330,23,18
Chili's,Pepper Pals® Little Mouth Cheeseburger,kids-meals,400,24,24
Chili's,Pepper Pals® Macaroni & Cheese Kraft,kids-meals,500,69,18
Chili's,Pepper Pals® Side Celery Sticks w/ Ranch,kids-meals,80,10,5
Chili's,Pepper Pals® Side Cinnamon Apples,kids-meals,280,48,11
Chili's,Pepper Pals® Side Corn Cob w/o Butter,kids-meals,150,32,2
Chili's,Pepper Pals® Side Homestyle Fries,kids-meals,190,30,7
Chili's,Pepper Pals® Side Kernel Corn,kids-meals,130,22,2
Chili's,Pepper Pals® Side Mandarin Oranges,kids-meals,35,8,0
Chili's,Pepper Pals® Side Mashed Potatoes – w/o Gravy,kids-meals,120,14,7
Chili's,Pepper Pals® Side Pineapple,kids-meals,35,9,0
Chili's,Pepper Pals® Side Rice,kids-meals,190,30,7
Chili's,Pepper Pals® Side Salad w/ Low Fat Ranch,kids-meals,130,14,8
Chili's,Pepper Pals® Side Steamed Broccoli,kids-meals,30,6,0
Chili's,Quesadilla Explosion Salad,salads,1400,90,89
Chili's,Ranch Only as served w/ Chips,sides,480,6,50
Chili's,Rice,sides,190,30,7
Chili's,Salsa Only as served w/ Chips,sides,50,8,0
Chili's,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,sandwiches,1320,126,73
Chili's,Shiner Bock® BBQ Burger w/ fries,burgers,1680,166,87
Chili's,Shiner Bock® BBQ Ribs,ribs,2310,168,123
Chili's,Shiner Bock® BBQ Ribs (1/2 rack),ribs,1200,91,63
Chili's,Skillet Queso w/ Chips,appetizers,1710,147,101
Chili's,Sour Cream,sides,60,2,6
Chili's,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,burgers,2290,163,139
Chili's,Southwestern BLT Sandwich w/ Fries,sandwiches,630,68,33
Chili's,Southwestern Eggrolls w/ Avocado Ranch,appetizers,780,81,41
Chili's,Spicy Garlic & Lime Grilled Shrimp,entrees,150,4,8
Chili's,Steakhouse Sandwich w/ fries,sandwiches,1010,115,45
Chili's,Steamed Broccoli,sides,80,6,6
Chili's,Sweet Corn,soups,450,31,36
Chili's,Sweet Corn,soups,230,16,18
Chili's,Sweet Corn on the Cob w/ Butter,sides,200,32,7
Chili's,Texas Cheese Fries -1/2 order w/ Chili & Ranch,appetizers,1350,72,94
Chili's,Texas Cheese Fries -1/2 order w/ Ranch,appetizers,1260,67,89
Chili's,Texas Cheese Fries w/ Chili & Ranch,appetizers,2120,117,144
Chili's,Texas Cheese Fries w/ Ranch,appetizers,1960,109,136
Chili's,Triple Dipper™ Big Mouth® Bites w/ Ranch,appetizers,850,51,58
Chili's,Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,appetizers,810,43,54
Chili's,Triple Dipper™ Chicken Crispers® No Dressing,appetizers,340,21,15
Chili's,Triple Dipper™ Fried Cheese w/ Marinara Sauce,appetizers,390,33,21
Chili's,Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,appetizers,1290,128,77
Chili's,Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,appetizers,560,54,32
Chili's,Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,appetizers,480,5,41
Chili's,"Wheat Bun, Plain",sides,360,62,9
Chili's,Wings Over Buffalo® w/ Bleu Cheese,appetizers,690,7,53
Chipotle Mexican Grill,Barbacoa,entrees,170,2,7
Chipotle Mexican Grill,Barbacoa,entrees,60,1,2.5
Chipotle Mexican Grill,Black Beans,sides,120,23,1
Chipotle Mexican Grill,Black Beans (side),sides,80,14,0.5
Chipotle Mexican Grill,Black Beans (taco),sides,40,8,0.5
Chipotle Mexican Grill,Carnitas,entrees,190,1,8
Chipotle Mexican Grill,Carnitas,entrees,60,0,2.5
Chipotle Mexican Grill,Cheese,sides,100,0,8.5
Chipotle Mexican Grill,Cheese (small quesadilla),sides,100,0,8.5
Chipotle Mexican Grill,Cheese (taco),sides,35,0,3
Chipotle Mexican Grill,Chicken,entrees,190,1,6.5
Chipotle Mexican Grill,Chicken,entrees,60,0,2
Chipotle Mexican Grill,Chips,sides,570,73,27
Chipotle Mexican Grill,Chips,sides,140,18,7
Chipotle Mexican Grill,Cilantro-Lime Rice,sides,130,23,3
Chipotle Mexican Grill,Cilantro-Lime Rice (side),sides,110,19,2.5
Chipotle Mexican Grill,Cilantro-Lime Rice (taco),sides,40,8,1
Chipotle Mexican Grill,Crispy Taco Shell,tortillas,60,9,2
Chipotle Mexican Grill,Crispy Taco Shell,tortillas,60,9,2
Chipotle Mexican Grill,Fajita Vegetables,sides,20,4,0.5
Chipotle Mexican Grill,Fajita Vegetables,sides,5,1,0
Chipotle Mexican Grill,Flour Tortilla (burrito),tortillas,290,44,9
Chipotle Mexican Grill,Flour Tortilla (taco),tortillas,90,13,2.5
Chipotle Mexican Grill,Flour Tortilla (taco),tortillas,90,13,2.5
Chipotle Mexican Grill,Fresh Tomato Salsa,sides,20,4,0
Chipotle Mexican Grill,Fresh Tomato Salsa,sides,5,1,0
Chipotle Mexican Grill,Green Tomatillo Salsa,sides,15,3,0
Chipotle Mexican Grill,Green Tomatillo Salsa,sides,5,1,0
Chipotle Mexican Grill,Guacamole,sides,150,8,13
Chipotle Mexican Grill,Guacamole,sides,50,3,4.5
Chipotle Mexican Grill,Pinto Beans,sides,120,22,1
Chipotle Mexican Grill,Pinto Beans (side),sides,80,14,0.5
Chipotle Mexican Grill,Pinto Beans (taco),sides,40,7,0.5
Chipotle Mexican Grill,Red Tomatillo Salsa,sides,40,8,1
Chipotle Mexican Grill,Red Tomatillo Salsa,sides,15,3,0.5
Chipotle Mexican Grill,Roasted Chili – Corn Salsa,sides,80,15,1.5
Chipotle Mexican Grill,Roasted Chili – Corn Salsa,sides,25,5,0.5
Chipotle Mexican Grill,Romaine Lettuce (salad),sides,10,2,0
Chipotle Mexican Grill,Romaine Lettuce (taco),sides,5,1,0
Chipotle Mexican Grill,Romaine Lettuce (tacos),sides,5,1,0
Chipotle Mexican Grill,Soft Corn Tortilla,tortillas,60,13,0.5
Chipotle Mexican Grill,Soft Corn Tortilla,tortillas,60,13,0.5
Chipotle Mexican Grill,Sour Cream,sides,120,2,10
Chipotle Mexican Grill,Sour Cream,sides,40,1,3.5
Chipotle Mexican Grill,Steak,entrees,190,2,6.5
Chipotle Mexican Grill,Steak,entrees,60,1,2
Chipotle Mexican Grill,Vinaigrette,sides,260,12,24.5
Church's,Apple Pie,desserts,220,35,8
Church's,Boneless Wing – with Sauce,wings,95,18,5
Church's,Boneless Wing – without Sauce,wings,80,15,5
Church's,Cajun Rice,sides,130,16,7
Church's,Chicken Fried Steak,entrees,470,36,28
Church's,Chicken Sandwich with Cheese,sandwiches,500,48,26
Church's,Cole Slaw,sides,150,15,10
Church's,Collard Greens,sides,35,7,0
Church's,Corn,sides,140,24,3
Church's,Double Chicken N Cheese Sandwich,sandwiches,740,63,38
Church's,Fish Fillet (1),seafood,190,14,10
Church's,French Fries,sides,140,19,6
Church's,Green Beans,sides,35,7,0
Church's,Honey-Butter Biscuit,sides,240,28,12
Church's,Jalapeño Cheese Bombers® (4),sides,160,20,8
Church's,Jalapeño Pepper,sides,5,1,0
Church's,Livers (6),seafood,840,54,42
Church's,Macaroni & Cheese,sides,190,24,7
Church's,Mashed Potatoes & Gravy,sides,110,21,2
Church's,Nuggets (5),chicken,160,13,7
Church's,Okra,sides,170,17,11
Church's,Original Breast,chicken,200,3,11
Church's,Original Chicken Sandwich,sandwiches,360,35,18
Church's,Original Leg,chicken,110,3,6
Church's,Original Thigh,chicken,330,8,23
Church's,Original Wing,chicken,300,7,18
Church's,Red Beans & Rice,sides,140,37,12
Church's,Shrimp (8),seafood,280,24,12
Church's,Southern Style Chicken Sandwich,sandwiches,450,50,16
Church's,Spicy Breast,chicken,320,12,20
Church's,Spicy Chicken Sandwich,sandwiches,360,35,18
Church's,Spicy Leg,chicken,180,8,11
Church's,Spicy Southern Style Chicken Sandwich,sandwiches,550,50,27
Church's,Spicy Tender Strips™,chicken,140,7,7
Church's,Spicy Thigh,chicken,480,20,35
Church's,Spicy Wing,chicken,430,17,27
Church's,Strawberry Shortcake,desserts,500,95,14
Church's,Sweet Corn Nuggets (8),sides,250,30,12
Church's,Sweet Tea – Large,drinks,360,90,0
Church's,Sweet Tea – Medium,drinks,270,68,0
Church's,Sweet Tea – Small,drinks,190,48,0
Church's,Tender Strips™,chicken,120,6,6
Church's,Unsweet Tea – Large,drinks,0,0,0
Church's,Unsweet Tea – Medium,drinks,0,0,0
Church's,Unsweet Tea – Small,drinks,0,0,0
Corner Bakery Cafe,"8-Grain Bagel – LF, VG",breakfast,330,72,2
Corner Bakery Cafe,Add Spread – Country Dijon Mustard (Combo),sandwiches,5,0,0
Corner Bakery Cafe,Add Spread – Mayo (Combo),sandwiches,40,1,4
Corner Bakery Cafe,All American Scrambler (with Bacon) – G (Egg Whites),breakfast,190,2,11
Corner Bakery Cafe,All American Scrambler (with Bacon) – G (Whole Eggs),breakfast,350,3,27
Corner Bakery Cafe,All American Scrambler (with Sausage) (Egg Whites),breakfast,190,6,3
Corner Bakery Cafe,All American Scrambler (with Sausage) (Whole Eggs),breakfast,350,7,20
Corner Bakery Cafe,Anaheim Panini (Egg Whites),breakfast-sandwiches,470,470,470
Corner Bakery Cafe,Anaheim Panini (Whole Eggs),breakfast-sandwiches,550,39,32
Corner Bakery Cafe,Anaheim Scrambler – G (Egg Whites),breakfast,410,8,29
Corner Bakery Cafe,Anaheim Scrambler – G (Whole Eggs),breakfast,580,10,46
Corner Bakery Cafe,Apricot Walnut Rugalach – V,desserts,240,23,15
Corner Bakery Cafe,Asian Edamame Salad – V (Side),salads,140,12,8
Corner Bakery Cafe,Asian Edamame Salad – V (Trio),salads,90,8,5
Corner Bakery Cafe,Asian Wonton Salad (Café & Combo),salads,270,33,8
Corner Bakery Cafe,Asian Wonton Salad (Entrée),salads,530,63,16
Corner Bakery Cafe,Avocado Wedge – VG (Side),salads,280,4,20
Corner Bakery Cafe,Avocado Wedge – VG (Trio),salads,150,2,10
Corner Bakery Cafe,"Baby Carrots – LF, VG, G",sides,30,7,0
Corner Bakery Cafe,"Bacon, 3-slices – G",breakfast,110,110,110
Corner Bakery Cafe,Baked French Toast – V,breakfast,850,138,28
Corner Bakery Cafe,Baked French Toast w/Bacon & Fresh Fruit,breakfast,1030,154,39
Corner Bakery Cafe,Baked French Toast w/Bacon & Scrambled Eggs (Egg Whites),breakfast,1040,140,39
Corner Bakery Cafe,Baked French Toast w/Bacon & Scrambled Eggs (Whole Eggs),breakfast,1200,141,55
Corner Bakery Cafe,Baked French Toast w/Sausage & Fresh Fruit,breakfast,1030,158,31
Corner Bakery Cafe,Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),breakfast,1040,144,31
Corner Bakery Cafe,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),breakfast,1200,145,48
Corner Bakery Cafe,"Bakery Chips – VG, G",sides,150,15,9
Corner Bakery Cafe,Banana – Whole (Kids’ Menu) – G,sides,110,27,0
Corner Bakery Cafe,Banana Baby Bundt Cake – V,desserts,620,81,30
Corner Bakery Cafe,Banana Muffin – V,breakfast,530,67,26
Corner Bakery Cafe,Big Al’s Chili w/Cheddar Cheese (bowl),soups,590,44,28
Corner Bakery Cafe,Big Al’s Chili w/Cheddar Cheese (cup),soups,390,29,18
Corner Bakery Cafe,"Blueberry Bagel – LF, VG",breakfast,340,73,2
Corner Bakery Cafe,Blueberry Muffin – V,breakfast,510,70,22
Corner Bakery Cafe,"Breakfast Potatoes – VG, G",breakfast,140,140,140
